# ERDMod Chinese item catalog
# Source: Chinese Elden Ring CT v4.25 for game 1.16.1
# Format: kind|ct_raw_id|name

# WeaponDropdown(0)
weapon|2020500|焰术阔剑
weapon|2020600|雷电阔剑
weapon|2020700|神圣阔剑
weapon|2020800|魔力阔剑
weapon|2020900|寒冷阔剑
weapon|2021000|毒阔剑
weapon|2021100|血阔剑
weapon|2021200|神秘阔剑
weapon|2040000|君王军直剑
weapon|2040100|厚重君王军直剑
weapon|2040200|锋利君王军直剑
weapon|2040300|优质君王军直剑
weapon|2040400|火焰君王军直剑
weapon|2040500|焰术君王军直剑
weapon|2040600|雷电君王军直剑
weapon|2040700|神圣君王军直剑
weapon|2040800|魔力君王军直剑
weapon|2040900|寒冷君王军直剑
weapon|2041000|毒君王军直剑
weapon|2041100|血君王军直剑
weapon|2041200|神秘君王军直剑
weapon|2050000|老旧直剑
weapon|2050100|厚重老旧直剑
weapon|2050200|锋利老旧直剑
weapon|2050300|优质老旧直剑
weapon|2050400|火焰老旧直剑
weapon|2050500|焰术老旧直剑
weapon|2050600|雷电老旧直剑
weapon|2050700|神圣老旧直剑
weapon|2050800|魔力老旧直剑
weapon|2050900|寒冷老旧直剑
weapon|2051000|毒老旧直剑
weapon|2051100|血老旧直剑
weapon|2051200|神秘老旧直剑
weapon|2060000|仪式直剑
weapon|2070000|黄金墓碑
weapon|2080000|诺克斯流体剑
weapon|2090000|紧密孪生剑
weapon|2110000|秘文剑
weapon|2140000|夜与火之剑
weapon|2150000|结晶剑
weapon|2180000|卡利亚骑士剑
weapon|2190000|托莉娜剑
weapon|2200000|米凯拉骑士剑
weapon|2210000|手杖剑
weapon|2210100|厚重手杖剑
weapon|2210200|锋利手杖剑
weapon|2210300|优质手杖剑
weapon|2210400|火焰手杖剑
weapon|2210500|焰术手杖剑
weapon|2210600|雷电手杖剑
weapon|2210700|神圣手杖剑
weapon|2210800|魔力手杖剑
weapon|2210900|寒冷手杖剑
weapon|2211000|毒手杖剑
weapon|2211100|血手杖剑
weapon|2211200|神秘手杖剑
weapon|2220000|欧赫宝剑
weapon|2230000|权贵细身剑
weapon|2230100|厚重权贵细身剑
weapon|2230200|锋利权贵细身剑
weapon|2230300|优质权贵细身剑
weapon|2230400|火焰权贵细身剑
weapon|2230500|焰术权贵细身剑
weapon|2230600|雷电权贵细身剑
weapon|2230700|神圣权贵细身剑
weapon|2230800|魔力权贵细身剑
weapon|2230900|寒冷权贵细身剑
weapon|2231000|毒权贵细身剑
weapon|2231100|血权贵细身剑
weapon|2231200|神秘权贵细身剑
weapon|2240000|战鹰爪形剑
weapon|2240100|厚重战鹰爪形剑
weapon|2240200|锋利战鹰爪形剑
weapon|2240300|优质战鹰爪形剑
weapon|2240400|火焰战鹰爪形剑
weapon|2240500|焰术战鹰爪形剑
weapon|2240600|雷电战鹰爪形剑
weapon|2240700|神圣战鹰爪形剑
weapon|2240800|魔力战鹰爪形剑
weapon|2240900|寒冷战鹰爪形剑
weapon|2241000|毒战鹰爪形剑
weapon|2241100|血战鹰爪形剑
weapon|2241200|神秘战鹰爪形剑
weapon|2250000|拉兹利辉石剑
weapon|2260000|腐败结晶剑
weapon|3000000|混种大剑
weapon|3000100|厚重混种大剑
weapon|3000200|锋利混种大剑
weapon|3000300|优质混种大剑
weapon|3000400|火焰混种大剑
weapon|3000500|焰术混种大剑
weapon|3000600|雷电混种大剑
weapon|3000700|神圣混种大剑
weapon|3000800|魔力混种大剑
weapon|3000900|寒冷混种大剑
weapon|3001000|毒混种大剑
weapon|3001100|血混种大剑
weapon|3001200|神秘混种大剑
weapon|3010000|分岔大剑
weapon|3010100|厚重分岔大剑
weapon|3010200|锋利分岔大剑
weapon|3010300|优质分岔大剑
weapon|3010400|火焰分岔大剑
weapon|3010500|焰术分岔大剑
weapon|3010600|雷电分岔大剑
weapon|3010700|神圣分岔大剑
weapon|3010800|魔力分岔大剑
weapon|3010900|寒冷分岔大剑
weapon|3011000|毒分岔大剑
weapon|3011100|血分岔大剑
weapon|3011200|神秘分岔大剑
weapon|3020000|铁制大剑
weapon|3020100|厚重铁制大剑
weapon|3020200|锋利铁制大剑
weapon|3020300|优质铁制大剑
weapon|3020400|火焰铁制大剑
weapon|3020500|焰术铁制大剑
weapon|3020600|雷电铁制大剑
weapon|3020700|神圣铁制大剑
weapon|3020800|魔力铁制大剑
weapon|3020900|寒冷铁制大剑
weapon|3021000|毒铁制大剑
weapon|3021100|血铁制大剑
weapon|3021200|神秘铁制大剑
weapon|3030000|君王军大剑
weapon|3030100|厚重君王军大剑
weapon|3030200|锋利君王军大剑
weapon|3030300|优质君王军大剑
weapon|3030400|火焰君王军大剑
weapon|3030500|焰术君王军大剑
weapon|3030600|雷电君王军大剑
weapon|3030700|神圣君王军大剑
weapon|3030800|魔力君王军大剑
weapon|3030900|寒冷君王军大剑
weapon|3031000|毒君王军大剑
weapon|3031100|血君王军大剑
weapon|3031200|神秘君王军大剑
weapon|3040000|骑士大剑
weapon|3040100|厚重骑士大剑
weapon|3040200|锋利骑士大剑
weapon|3040300|优质骑士大剑
weapon|3040400|火焰骑士大剑
weapon|3040500|焰术骑士大剑
weapon|3040600|雷电骑士大剑
weapon|3040700|神圣骑士大剑
weapon|3040800|魔力骑士大剑
weapon|3040900|寒冷骑士大剑
weapon|3041000|毒骑士大剑
weapon|3041100|血骑士大剑
weapon|3041200|神秘骑士大剑
weapon|3050000|焰形大剑
weapon|3050100|厚重焰形大剑
weapon|3050200|锋利焰形大剑
weapon|3050300|优质焰形大剑
weapon|3050400|火焰焰形大剑
weapon|3050500|焰术焰形大剑
weapon|3050600|雷电焰形大剑
weapon|3050700|神圣焰形大剑
weapon|3050800|魔力焰形大剑
weapon|3050900|寒冷焰形大剑
weapon|3051000|毒焰形大剑
weapon|3051100|血焰形大剑
weapon|3051200|神秘焰形大剑
weapon|3060000|奥陶琵斯大剑
weapon|3070000|白王剑
weapon|3080000|失乡骑士大剑
weapon|3080100|厚重失乡骑士大剑
weapon|3080200|锋利失乡骑士大剑
weapon|3080300|优质失乡骑士大剑
weapon|3080400|火焰失乡骑士大剑
weapon|3080500|焰术失乡骑士大剑
weapon|3080600|雷电失乡骑士大剑
weapon|3080700|神圣失乡骑士大剑
weapon|3080800|魔力失乡骑士大剑
weapon|3080900|寒冷失乡骑士大剑
weapon|3081000|毒失乡骑士大剑
weapon|3081100|血失乡骑士大剑
weapon|3081200|神秘失乡骑士大剑
weapon|3090000|暗月大剑
weapon|3100000|神躯化剑
weapon|3130000|赫芬尖塔剑
weapon|3140000|亵渎圣剑
weapon|3150000|玛雷家行刑剑
weapon|3160000|灭洛斯剑
weapon|3170000|黄金律法大剑
weapon|3180000|大剑
weapon|3180100|厚重大剑
weapon|3180200|锋利大剑
weapon|3180300|优质大剑
weapon|3180400|火焰大剑
weapon|3180500|焰术大剑
weapon|3180600|雷电大剑
weapon|3180700|神圣大剑
weapon|3180800|魔力大剑
weapon|3180900|寒冷大剑
weapon|3181000|毒大剑
weapon|3181100|血大剑
weapon|3181200|神秘大剑
weapon|3190000|石像鬼大剑
weapon|3190100|厚重石像鬼大剑
weapon|3190200|锋利石像鬼大剑
weapon|3190300|优质石像鬼大剑
weapon|3190400|火焰石像鬼大剑
weapon|3190500|焰术石像鬼大剑
weapon|3190600|雷电石像鬼大剑
weapon|3190700|神圣石像鬼大剑
weapon|3190800|魔力石像鬼大剑
weapon|3190900|寒冷石像鬼大剑
weapon|3191000|毒石像鬼大剑
weapon|3191100|血石像鬼大剑
weapon|3191200|神秘石像鬼大剑
weapon|3200000|死亡钩棒
weapon|3210000|石像鬼黑剑
weapon|4000000|巨剑
weapon|4000100|厚重巨剑
weapon|4000200|锋利巨剑
weapon|4000300|优质巨剑
weapon|4000400|火焰巨剑
weapon|4000500|焰术巨剑
weapon|4000600|雷电巨剑
weapon|4000700|神圣巨剑
weapon|4000800|魔力巨剑
weapon|4000900|寒冷巨剑
weapon|4001000|毒巨剑
weapon|4001100|血巨剑
weapon|4001200|神秘巨剑
weapon|4010000|看门犬大剑
weapon|4010100|厚重看门犬大剑
weapon|4010200|锋利看门犬大剑
weapon|4010300|优质看门犬大剑
weapon|4010400|火焰看门犬大剑
weapon|4010500|焰术看门犬大剑
weapon|4010600|雷电看门犬大剑
weapon|4010700|神圣看门犬大剑
weapon|4010800|魔力看门犬大剑
weapon|4010900|寒冷看门犬大剑
weapon|4011000|毒看门犬大剑
weapon|4011100|血看门犬大剑
weapon|4011200|神秘看门犬大剑
weapon|4020000|玛利喀斯的黑剑
weapon|4030000|山妖黄金剑
weapon|4030100|厚重山妖黄金剑
weapon|4030200|锋利山妖黄金剑
weapon|4030300|优质山妖黄金剑
weapon|4030400|火焰山妖黄金剑
weapon|4030500|焰术山妖黄金剑
weapon|4030600|雷电山妖黄金剑
weapon|4030700|神圣山妖黄金剑
weapon|4030800|魔力山妖黄金剑
weapon|4030900|寒冷山妖黄金剑
weapon|4031000|毒山妖黄金剑
weapon|4031100|血山妖黄金剑
weapon|4031200|神秘山妖黄金剑
weapon|4040000|双手巨剑
weapon|4040100|厚重双手巨剑
weapon|4040200|锋利双手巨剑
weapon|4040300|优质双手巨剑
weapon|4040400|火焰双手巨剑
weapon|4040500|焰术双手巨剑
weapon|4040600|雷电双手巨剑
weapon|4040700|神圣双手巨剑
weapon|4040800|魔力双手巨剑
weapon|4040900|寒冷双手巨剑
weapon|4041000|毒双手巨剑
weapon|4041100|血双手巨剑
weapon|4041200|神秘双手巨剑
weapon|4050000|碎星大剑
weapon|4060000|王室巨剑
weapon|4070000|狩猎神祇大剑
weapon|4080000|遗迹大剑
weapon|4100000|剑骸大剑
weapon|4110000|山妖骑士剑
weapon|5000000|刺剑
weapon|5000100|厚重刺剑
weapon|5000200|锋利刺剑
weapon|5000300|优质刺剑
weapon|5000400|火焰刺剑
weapon|5000500|焰术刺剑
weapon|5000600|雷电刺剑
weapon|5000700|神圣刺剑
weapon|5000800|魔力刺剑
weapon|5000900|寒冷刺剑
weapon|5001000|毒刺剑
weapon|5001100|血刺剑
weapon|5001200|神秘刺剑
weapon|5010000|尊腐骑士剑
weapon|5010100|厚重尊腐骑士剑
weapon|5010200|锋利尊腐骑士剑
weapon|5010300|优质尊腐骑士剑
weapon|5010400|火焰尊腐骑士剑
weapon|5010500|焰术尊腐骑士剑
weapon|5010600|雷电尊腐骑士剑
weapon|5010700|神圣尊腐骑士剑
weapon|5010800|魔力尊腐骑士剑
weapon|5010900|寒冷尊腐骑士剑
weapon|5011000|毒尊腐骑士剑
weapon|5011100|血尊腐骑士剑
weapon|5011200|神秘尊腐骑士剑
weapon|5020000|细剑
weapon|5020100|厚重细剑
weapon|5020200|锋利细剑
weapon|5020300|优质细剑
weapon|5020400|火焰细剑
weapon|5020500|焰术细剑
weapon|5020600|雷电细剑
weapon|5020700|神圣细剑
weapon|5020800|魔力细剑
weapon|5020900|寒冷细剑
weapon|5021000|毒细剑
weapon|5021100|血细剑
weapon|5021200|神秘细剑
weapon|5030000|罗杰尔刺剑
weapon|5030100|厚重罗杰尔刺剑
weapon|5030200|锋利罗杰尔刺剑
weapon|5030300|优质罗杰尔刺剑
weapon|5030400|火焰罗杰尔刺剑
weapon|5030500|焰术罗杰尔刺剑
weapon|5030600|雷电罗杰尔刺剑
weapon|5030700|神圣罗杰尔刺剑
weapon|5030800|魔力罗杰尔刺剑
weapon|5030900|寒冷罗杰尔刺剑
weapon|5031000|毒罗杰尔刺剑
weapon|5031100|血罗杰尔刺剑
weapon|5031200|神秘罗杰尔刺剑
weapon|5040000|蚁刺细剑
weapon|5040100|厚重蚁刺细剑
weapon|5040200|锋利蚁刺细剑
weapon|5040300|优质蚁刺细剑
weapon|5040400|火焰蚁刺细剑
weapon|5040500|焰术蚁刺细剑
weapon|5040600|雷电蚁刺细剑
weapon|5040700|神圣蚁刺细剑
weapon|5040800|魔力蚁刺细剑
weapon|5040900|寒冷蚁刺细剑
weapon|5041000|毒蚁刺细剑
weapon|5041100|血蚁刺细剑
weapon|5041200|神秘蚁刺细剑
weapon|5050000|结冰针
weapon|5060000|权贵刺剑
weapon|5060100|厚重权贵刺剑
weapon|5060200|锋利权贵刺剑
weapon|5060300|优质权贵刺剑
weapon|5060400|火焰权贵刺剑
weapon|5060500|焰术权贵刺剑
weapon|5060600|雷电权贵刺剑
weapon|5060700|神圣权贵刺剑
weapon|5060800|魔力权贵刺剑
weapon|5060900|寒冷权贵刺剑
weapon|5061000|毒权贵刺剑
weapon|5061100|血权贵刺剑
weapon|5061200|神秘权贵刺剑
weapon|6000000|鲜血旋流
weapon|6010000|神皮缝针
weapon|6010100|厚重神皮缝针
weapon|6010200|锋利神皮缝针
weapon|6010300|优质神皮缝针
weapon|6010400|火焰神皮缝针
weapon|6010500|焰术神皮缝针
weapon|6010600|雷电神皮缝针
weapon|6010700|神圣神皮缝针
weapon|6010800|魔力神皮缝针
weapon|6010900|寒冷神皮缝针
weapon|6011000|毒神皮缝针
weapon|6011100|血神皮缝针
weapon|6011200|神秘神皮缝针
weapon|6020000|大重剑
weapon|6020100|厚重大重剑
weapon|6020200|锋利大重剑
weapon|6020300|优质大重剑
weapon|6020400|火焰大重剑
weapon|6020500|焰术大重剑
weapon|6020600|雷电大重剑
weapon|6020700|神圣大重剑
weapon|6020800|魔力大重剑
weapon|6020900|寒冷大重剑
weapon|6021000|毒大重剑
weapon|6021100|血大重剑
weapon|6021200|神秘大重剑
weapon|6040000|龙王岩剑
weapon|7000000|弯刃大刀
weapon|7000100|厚重弯刃大刀
weapon|7000200|锋利弯刃大刀
weapon|7000300|优质弯刃大刀
weapon|7000400|火焰弯刃大刀
weapon|7000500|焰术弯刃大刀
weapon|7000600|雷电弯刃大刀
weapon|7000700|神圣弯刃大刀
weapon|7000800|魔力弯刃大刀
weapon|7000900|寒冷弯刃大刀
weapon|7001000|毒弯刃大刀
weapon|7001100|血弯刃大刀
weapon|7001200|神秘弯刃大刀
weapon|7010000|兽人弯刀
weapon|7010100|厚重兽人弯刀
weapon|7010200|锋利兽人弯刀
weapon|7010300|优质兽人弯刀
weapon|7010400|火焰兽人弯刀
weapon|7010500|焰术兽人弯刀
weapon|7010600|雷电兽人弯刀
weapon|7010700|神圣兽人弯刀
weapon|7010800|魔力兽人弯刀
weapon|7010900|寒冷兽人弯刀
weapon|7011000|毒兽人弯刀
weapon|7011100|血兽人弯刀
weapon|7011200|神秘兽人弯刀
weapon|7020000|钩剑
weapon|7020100|厚重钩剑
weapon|7020200|锋利钩剑
weapon|7020300|优质钩剑
weapon|7020400|火焰钩剑
weapon|7020500|焰术钩剑
weapon|7020600|雷电钩剑
weapon|7020700|神圣钩剑
weapon|7020800|魔力钩剑
weapon|7020900|寒冷钩剑
weapon|7021000|毒钩剑
weapon|7021100|血钩剑
weapon|7021200|神秘钩剑
weapon|7030000|赛施尔长刀
weapon|7030100|厚重赛施尔长刀
weapon|7030200|锋利赛施尔长刀
weapon|7030300|优质赛施尔长刀
weapon|7030400|火焰赛施尔长刀
weapon|7030500|焰术赛施尔长刀
weapon|7030600|雷电赛施尔长刀
weapon|7030700|神圣赛施尔长刀
weapon|7030800|魔力赛施尔长刀
weapon|7030900|寒冷赛施尔长刀
weapon|7031000|毒赛施尔长刀
weapon|7031100|血赛施尔长刀
weapon|7031200|神秘赛施尔长刀
weapon|7040000|山贼弯刀
weapon|7040100|厚重山贼弯刀
weapon|7040200|锋利山贼弯刀
weapon|7040300|优质山贼弯刀
weapon|7040400|火焰山贼弯刀
weapon|7040500|焰术山贼弯刀
weapon|7040600|雷电山贼弯刀
weapon|7040700|神圣山贼弯刀
weapon|7040800|魔力山贼弯刀
weapon|7040900|寒冷山贼弯刀
weapon|7041000|毒山贼弯刀
weapon|7041100|血山贼弯刀
weapon|7041200|神秘山贼弯刀
weapon|7050000|熔岩刀
weapon|7060000|流水曲剑
weapon|7060100|厚重流水曲剑
weapon|7060200|锋利流水曲剑
weapon|7060300|优质流水曲剑
weapon|7060400|火焰流水曲剑
weapon|7060500|焰术流水曲剑
weapon|7060600|雷电流水曲剑
weapon|7060700|神圣流水曲剑
weapon|7060800|魔力流水曲剑
weapon|7060900|寒冷流水曲剑
weapon|7061000|毒流水曲剑
weapon|7061100|血流水曲剑
weapon|7061200|神秘流水曲剑
weapon|7070000|艾丝缇薄翼
weapon|7080000|剥尸曲剑
weapon|7080100|厚重剥尸曲剑
weapon|7080200|锋利剥尸曲剑
weapon|7080300|优质剥尸曲剑
weapon|7080400|火焰剥尸曲剑
weapon|7080500|焰术剥尸曲剑
weapon|7080600|雷电剥尸曲剑
weapon|7080700|神圣剥尸曲剑
weapon|7080800|魔力剥尸曲剑
weapon|7080900|寒冷剥尸曲剑
weapon|7081000|毒剥尸曲剑
weapon|7081100|血剥尸曲剑
weapon|7081200|神秘剥尸曲剑
weapon|7100000|日蚀钩剑
weapon|7110000|蛇神弯刀
weapon|7110100|厚重蛇神弯刀
weapon|7110200|锋利蛇神弯刀
weapon|7110300|优质蛇神弯刀
weapon|7110400|火焰蛇神弯刀
weapon|7110500|焰术蛇神弯刀
weapon|7110600|雷电蛇神弯刀
weapon|7110700|神圣蛇神弯刀
weapon|7110800|魔力蛇神弯刀
weapon|7110900|寒冷蛇神弯刀
weapon|7111000|毒蛇神弯刀
weapon|7111100|血蛇神弯刀
weapon|7111200|神秘蛇神弯刀
weapon|7120000|螳臂刀
weapon|7120100|厚重螳臂刀
weapon|7120200|锋利螳臂刀
weapon|7120300|优质螳臂刀
weapon|7120400|火焰螳臂刀
weapon|7120500|焰术螳臂刀
weapon|7120600|雷电螳臂刀
weapon|7120700|神圣螳臂刀
weapon|7120800|魔力螳臂刀
weapon|7120900|寒冷螳臂刀
weapon|7121000|毒螳臂刀
weapon|7121100|血螳臂刀
weapon|7121200|神秘螳臂刀
weapon|7140000|短弯刀
weapon|7140100|厚重短弯刀
weapon|7140200|锋利短弯刀
weapon|7140300|优质短弯刀
weapon|7140400|火焰短弯刀
weapon|7140500|焰术短弯刀
weapon|7140600|雷电短弯刀
weapon|7140700|神圣短弯刀
weapon|7140800|魔力短弯刀
weapon|7140900|寒冷短弯刀
weapon|7141000|毒短弯刀
weapon|7141100|血短弯刀
weapon|7141200|神秘短弯刀
weapon|7150000|巨型刀
weapon|7150100|厚重巨型刀
weapon|7150200|锋利巨型刀
weapon|7150300|优质巨型刀
weapon|7150400|火焰巨型刀
weapon|7150500|焰术巨型刀
weapon|7150600|雷电巨型刀
weapon|7150700|神圣巨型刀
weapon|7150800|魔力巨型刀
weapon|7150900|寒冷巨型刀
weapon|7151000|毒巨型刀
weapon|7151100|血巨型刀
weapon|7151200|神秘巨型刀
weapon|8010000|黑王大剑
weapon|8020000|骑兵马刀
weapon|8020100|厚重骑兵马刀
weapon|8020200|锋利骑兵马刀
weapon|8020300|优质骑兵马刀
weapon|8020400|火焰骑兵马刀
weapon|8020500|焰术骑兵马刀
weapon|8020600|雷电骑兵马刀
weapon|8020700|神圣骑兵马刀
weapon|8020800|魔力骑兵马刀
weapon|8020900|寒冷骑兵马刀
weapon|8021000|毒骑兵马刀
weapon|8021100|血骑兵马刀
weapon|8021200|神秘骑兵马刀
weapon|8030000|猎犬长牙
weapon|8040000|土龙鳞剑
weapon|8050000|萨米尔弯刀
weapon|8060000|恶兆之子大刀
weapon|8060100|厚重恶兆之子大刀
weapon|8060200|锋利恶兆之子大刀
weapon|8060300|优质恶兆之子大刀
weapon|8060400|火焰恶兆之子大刀
weapon|8060500|焰术恶兆之子大刀
weapon|8060600|雷电恶兆之子大刀
weapon|8060700|神圣恶兆之子大刀
weapon|8060800|魔力恶兆之子大刀
weapon|8060900|寒冷恶兆之子大刀
weapon|8061000|毒恶兆之子大刀
weapon|8061100|血恶兆之子大刀
weapon|8061200|神秘恶兆之子大刀
weapon|8070000|习武修士火纹刀
weapon|8070100|厚重习武修士火纹刀
weapon|8070200|锋利习武修士火纹刀
weapon|8070300|优质习武修士火纹刀
weapon|8070400|火焰习武修士火纹刀
weapon|8070500|焰术习武修士火纹刀
weapon|8070600|雷电习武修士火纹刀
weapon|8070700|神圣习武修士火纹刀
weapon|8070800|魔力习武修士火纹刀
weapon|8070900|寒冷习武修士火纹刀
weapon|8071000|毒习武修士火纹刀
weapon|8071100|血习武修士火纹刀
weapon|8071200|神秘习武修士火纹刀
weapon|8080000|兽人大弯刀
weapon|8080100|厚重兽人大弯刀
weapon|8080200|锋利兽人大弯刀
weapon|8080300|优质兽人大弯刀
weapon|8080400|火焰兽人大弯刀
weapon|8080500|焰术兽人大弯刀
weapon|8080600|雷电兽人大弯刀
weapon|8080700|神圣兽人大弯刀
weapon|8080800|魔力兽人大弯刀
weapon|8080900|寒冷兽人大弯刀
weapon|8081000|毒兽人大弯刀
weapon|8081100|血兽人大弯刀
weapon|8081200|神秘兽人大弯刀
weapon|8100000|蒙葛特咒剑
weapon|9000000|打刀
weapon|9000100|厚重打刀
weapon|9000200|锋利打刀
weapon|9000300|优质打刀
weapon|9000400|火焰打刀
weapon|9000500|焰术打刀
weapon|9000600|雷电打刀
weapon|9000700|神圣打刀
weapon|9000800|魔力打刀
weapon|9000900|寒冷打刀
weapon|9001000|毒打刀
weapon|9001100|血打刀
weapon|9001200|神秘打刀
weapon|9010000|长牙
weapon|9010100|厚重长牙
weapon|9010200|锋利长牙
weapon|9010300|优质长牙
weapon|9010400|火焰长牙
weapon|9010500|焰术长牙
weapon|9010600|雷电长牙
weapon|9010700|神圣长牙
weapon|9010800|魔力长牙
weapon|9010900|寒冷长牙
weapon|9011000|毒长牙
weapon|9011100|血长牙
weapon|9011200|神秘长牙
weapon|9020000|玛莲妮亚的义手刀
weapon|9030000|铁陨石刀
weapon|9040000|尸山血海
weapon|9060000|名刀月隐
weapon|9070000|龙鳞刀
weapon|9080000|蛇骨刀
weapon|9080100|厚重蛇骨刀
weapon|9080200|锋利蛇骨刀
weapon|9080300|优质蛇骨刀
weapon|9080400|火焰蛇骨刀
weapon|9080500|焰术蛇骨刀
weapon|9080600|雷电蛇骨刀
weapon|9080700|神圣蛇骨刀
weapon|9080800|魔力蛇骨刀
weapon|9080900|寒冷蛇骨刀
weapon|9081000|毒蛇骨刀
weapon|9081100|血蛇骨刀
weapon|9081200|神秘蛇骨刀
weapon|10000000|双头剑
weapon|10000100|厚重双头剑
weapon|10000200|锋利双头剑
weapon|10000300|优质双头剑
weapon|10000400|火焰双头剑
weapon|10000500|焰术双头剑
weapon|10000600|雷电双头剑
weapon|10000700|神圣双头剑
weapon|10000800|魔力双头剑
weapon|10000900|寒冷双头剑
weapon|10001000|毒双头剑
weapon|10001100|血双头剑
weapon|10001200|神秘双头剑
weapon|10010000|神皮剥制剑
weapon|10010100|厚重神皮剥制剑
weapon|10010200|锋利神皮剥制剑
weapon|10010300|优质神皮剥制剑
weapon|10010400|火焰神皮剥制剑
weapon|10010500|焰术神皮剥制剑
